date,meeting_title,action,motion
"Apr 27, 2021 (Tue)",April Board Business Meeting,12.4 *ADDED TO AGENDA* Land Sale: former Corry MS to Believe Memphis Academy,"It is recommended that the Shelby County Board of Education approves the surplus and sale of the former Corry Middle School located at 2230 Corry Rd. for $400,000 to Believe Memphis Academy.

Motion by Kevin Woods, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris
Abstain: Stephanie P Love"
"Apr 27, 2021 (Tue)",April Board Business Meeting,12.5 *ADDED TO AGENDA* Goodwill Excel Lease Second Amendment,"It is recommended that the Shelby County Board of Education approves the Second Lease Amendment request of The Goodwill Excel Center in the former Norris Elementary.

Motion by Kevin Woods, second by Shante Avant.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,5.1 Approval of Agenda,"It is recommended that the Shelby County Board of Education approves the agenda of the April 6, 2021, Business Meeting.

Motion by Shante Avant, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,"7.1 Approval of the Minutes of the February 23, 2021, Business Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the February 23, 2021, Business Meeting.

Motion by Michelle R McKissack, second by Shante Avant.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,"7.2 Approval of the Minutes of the March 23, 2021, Work Session","It is recommended that the Shelby County Board of Education approves the minutes of the March 23, 2021, Board Work Session.

Motion by Michelle R McKissack, second by Shante Avant.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.1 Approval of Consent Agenda,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.2 Instructional Calendar 2021-2022,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.3 Payment Approval: CCTE Certification Measurement Instruments,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.4 Relocation Approval: Delano Head Start to Porter Leath Frayser Academy,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.5 Purchase Approval: Personal Computer Systems for Promethean Interactive Flat Panels at Cordova HS,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.6 Contract Renewal: BrightBytes for Fiscal Year 2022,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.7 Contract: District Wide Indoor Air Quality Project,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.8 Contract Ratification: Lucas Business Solutions for District-Wide Clear Acrylic Barriers,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,"11.9 Payment Approval: Morgan & Thornburg, Inc. for HVAC Replacement at Winchester ES","It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,"11.10 Payment Approval: Barnes & Brower, Inc. for Track Replacement at Southwind HS","It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.11 Naming: Dedication of Whitehaven HS Garden,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.12 Payment Award Ratification: CDW-G and Microsoft Corporation for Leased Student Device Chargers,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.13 Tenure Approval: Teacher Career Status from Non-Tenured to Permanent Tenure,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.14 MOU: City of Memphis Public Services and Shelby County Schools,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.15 MOU: Bartlett City Schools for the Provision of Title I Equitable Services,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,11.16 Finance: Resolution Amending the Shelby County Board of Education's Fiscal Year 2020-2021 Budget,"It is recommended that the Shelby County Board of Education approves the April 6, 2021 Consent Agenda.

Motion by Joyce D Coleman, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,12.1 Contract: SKB Facilities & Maintenance and ServiceMaster Clean for Custodial Cleaning Services,"It is recommended that the Shelby County Board of Education approves the contract for SKB Facilities & Maintenance in the amount of $7,244,887.46 and ServiceMaster Clean in the amount of $18,650,512.81 for a total of $25,895,400.27 to provide custodial cleaning services for Shelby County Schools for a one (1) year term. The District’s zones for ServiceMaster Clean include: Zone 1 in the amount of $5,758,602.54; Zone 3 in the amount $6,515,973.90; and Zone 4 in the amount of $6,375,936.37. The District’s Zone 2 for SKB Facilities & Maintenance has total in the amount of $7,244,887.46. The initial service term begins June 1, 2021 with the option to renew for four (4) additional terms of one (1) year each, provided that the maximum duration of the agreement shall not exceed five (5) years for each vendor. If all parties are in agreement to renew the contract for any one (1) year period, pricing cannot exceed previous year's Consumer Price Index with a cap of 3%.

Motion by Kevin Woods, second by Michelle R McKissack.
Final Resolution: Motion Fails
Affirmative: Shante Avant, Billy Orgel, Kevin Woods, Michelle R McKissack
Negative: Miska Clay Bibbs, Stephanie P Love, Joyce D Coleman, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,12.2 Contract Amendment: Clark & Associates for Classroom Additions at Germantown ES,"It is recommended that the Shelby County Board of Education amend the contract to Clark & Associates in the amount of $30,000.00 and extend the contract time to June 30, 2021 for the design services for the Germantown ES 10-Classroom Addition project. The amount of $30,000.00 will increase the original contract amount of $320,469.64 to a new contract amount of $350,469.64.

Motion by Stephanie P Love, second by Kevin Woods.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Apr 6, 2021 (Tue)",March Board Business Meeting,12.3 Resolution Approving SCS Board Member Strategic School Fund Allocations- March 2021,"It is recommended that the Shelby County Board of Education approves SCS Board Member Strategic School Fund Allocations for March of 2021

Motion by Stephanie P Love, second by Kevin Woods.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Sheleah Harris"
"Feb 23, 2021 (Tue)",February Board Business Meeting,5.1 Approval of Agenda,"It is recommended that the Shelby County Board of Education approves the agenda of the February 23, 2021, Business Meeting as amended.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Feb 23, 2021 (Tue)",February Board Business Meeting,"7.1 Approval of the Minutes of the January 26, 2021, Business Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the January 26, 2021, Business Meeting.

Motion by Shante Avant, second by Sheleah Harris.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Feb 23, 2021 (Tue)",February Board Business Meeting,"7.2 Approval of the Minutes of the February 16, 2021, Work Session","It is recommended that the Shelby County Board of Education approves the minutes of the February 16, 2021, Board Work Session.

Motion by Shante Avant, second by Sheleah Harris.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Feb 23, 2021 (Tue)",February Board Business Meeting,9.1 Proposed Policies - SECOND READING,"It is recommended that the Shelby County Board of Education adopts the proposed policy revisions.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
"Feb 23, 2021 (Tue)",February Board Business Meeting,11.1 Approval of Consent Agenda,"It is recommended that the Shelby County Board of Education approves the February 23, 2021, Consent Agenda.

Motion by Sheleah Harris, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene, Sheleah Harris"
